#r(A)          g(r)_raw       g(r)_smooth       Base
   28.8750      0.0000000      0.0009793      0.0234237
   28.9250      0.0012198      0.0007327      0.0214289
   28.9750      0.0012156      0.0007285      0.0195403
   29.0250      0.0000000      0.0007285      0.0177710
   29.0750      0.0012073      0.0004846      0.0161081
   29.1250      0.0000000      0.0002415      0.0145508
   29.1750      0.0000000      0.0002415      0.0130984
   29.2250      0.0000000      0.0000000      0.0117513
   29.2750      0.0000000      0.0000000      0.0105084
   29.3250      0.0000000      0.0000000      0.0093693
   29.3750      0.0000000      0.0000000      0.0083177
   29.4250      0.0000000      0.0000000      0.0073584
   29.4750      0.0000000      0.0000000      0.0064875
   29.5250      0.0000000      0.0000000      0.0057001
   29.5750      0.0000000      0.0000000      0.0049865
   29.6250      0.0000000      0.0000000      0.0043476
   29.6750      0.0000000      0.0000000      0.0037798
   29.7250      0.0000000      0.0000000      0.0032761
   29.7750      0.0000000      0.0000000      0.0028308
   29.8250      0.0000000      0.0000000      0.0024284
   29.8750      0.0000000      0.0000000      0.0020782
   29.9250      0.0000000      0.0000000      0.0017727
   29.9750      0.0000000      0.0000000      0.0015054
   30.0250      0.0000000      0.0000000      0.0012746
   30.0750      0.0000000      0.0000000      0.0010777
   30.1250      0.0000000      0.0000000      0.0009045
   30.1750      0.0000000      0.0000000      0.0007581
   30.2250      0.0000000      0.0000000      0.0006344
   30.2750      0.0000000      0.0000000      0.0005281
   30.3250      0.0000000      0.0000000      0.0004397
   30.3750      0.0000000      0.0000000      0.0003660
   30.4250      0.0000000      0.0000000      0.0003045
   30.4750      0.0000000      0.0000000      0.0002531
   30.5250      0.0000000      0.0000000      0.0002118
   30.5750      0.0000000      0.0000000      0.0001779
   30.6250      0.0000000      0.0000000      0.0001476
   30.6750      0.0000000      0.0000000      0.0001227
   30.7250      0.0000000      0.0000000      0.0001043
   30.7750      0.0000000      0.0000000      0.0000884
   30.8250      0.0000000      0.0000000      0.0000724
   30.8750      0.0000000      0.0000000      0.0000590
   30.9250      0.0000000      0.0000000      0.0000465
   30.9750      0.0000000      0.0000000      0.0000359
   31.0250      0.0000000      0.0000000      0.0000292
   31.0750      0.0000000      0.0000000      0.0000235
   31.1250      0.0000000      0.0000000      0.0000183
   31.1750      0.0000000      0.0000000      0.0000150
   31.2250      0.0000000      0.0000000      0.0000117
   31.2750      0.0000000      0.0000000      0.0000091
   31.3250      0.0000000      0.0000000      0.0000068
   31.3750      0.0000000      0.0000000      0.0000050
   31.4250      0.0000000      0.0000000      0.0000035
   31.4750      0.0000000      0.0000000      0.0000021
   31.5250      0.0000000      0.0000000      0.0000011
   31.5750      0.0000000      0.0000000      0.0000005
   31.6250      0.0000000      0.0000000      0.0000000
   31.6750      0.0000000      0.0000000      0.0000000
   31.7250      0.0000000      0.0000000      0.0000000
   31.7750      0.0000000      0.0000000      0.0000000
   31.8250      0.0000000      0.0000000      0.0000000
   31.8750      0.0000000      0.0000000      0.0000000
   31.9250      0.0000000      0.0000000      0.0000000
   31.9750      0.0000000      0.0000000      0.0000000
   32.0250      0.0000000      0.0000000      0.0000000
   32.0750      0.0000000      0.0000000      0.0000000
   32.1250      0.0000000      0.0000000      0.0000000
   32.1750      0.0000000      0.0000000      0.0000000
   32.2250      0.0000000      0.0000000      0.0000000
   32.2750      0.0000000      0.0000000      0.0000000
   32.3250      0.0000000      0.0000000      0.0000000
   32.3750      0.0000000      0.0000000      0.0000000
   32.4250      0.0000000      0.0000000      0.0000000
   32.4750      0.0000000      0.0000000      0.0000000
